Amplitude_Ratio,Phase_Difference_deg,Axis_Ratio,A1,A2,A3,A4,A5,A6,A4_over_A2,Dominant_m
0.46245797271724354,123.4165632932131,0.35897780195889517,4.413394050217374e-17,0.24171298431749572,6.241481721914135e-17,0.08631892018334875,7.401486830834378e-17,0.034168676950516966,0.3571132946253595,2
0.4013998669949502,139.06581389456971,0.2394908849420407,3.947459643111668e-17,0.32137071831450037,5.582550964208978e-17,0.15067595792828276,1.263803725854817e-16,0.07803276744777324,0.46885403473762655,2
0.5765761489040268,75.85914068017117,0.5436087510456202,0.0,0.14890037198327347,4.655032474083796e-17,0.03310961244564563,4.413394050217374e-17,0.008185308995150796,0.22236084439980414,2
0.22026611342583235,61.32405924135869,0.1910340120392575,7.11638407553195e-17,0.360362854246202,7.11638407553195e-17,0.18822117514346262,5.775478816537308e-17,0.10834117645114624,0.5223101463583947,2
0.8504975671849996,21.807914128126463,0.18995433313593163,8.826788100434748e-17,0.3612655434490967,5.921189464667501e-17,0.18913281522968933,1.721365128710181e-16,0.10910082169411647,0.5235285198360985,2
0.15406310852860597,30.62930099122639,0.07712856423119381,2.7632217501781674e-16,0.4690730457919208,1.5415322699133752e-16,0.31580823009302655,1.9761954437808196e-16,0.24256784916855897,0.6732602372405726,2
0.1750124923043855,76.97642839138919,0.1702380067825734,1.1842378929335003e-16,0.3785721038391761,1.0490517899040628e-16,0.2071113786768239,3.947459643111668e-17,0.124751251421761,0.5470856848047323,2
0.2503282331336748,104.22466524735219,0.2416816628744206,1.1842378929335003e-16,0.3197122329359188,3.947459643111668e-17,0.14917234233639587,5.245258949520314e-17,0.07687907837478833,0.4665831550033153,2
0.8198701016686322,23.256481275138185,0.20144949657867442,5.582550964208978e-17,0.35157087441535595,7.11638407553195e-17,0.17941148409279567,1.245367213218091e-16,0.1009509525399121,0.5103138432361544,2
0.3650389706857369,35.26771992190892,0.1929104745626695,5.921189464667501e-17,0.35874286437824704,4.934324553889585e-17,0.1865722589883879,8.617427362589651e-17,0.10694499198039707,0.5200723903226464,2
0.5870801654480335,120.2136167431213,0.4556076198030371,1.973729821555834e-17,0.18958907661388816,3.558192037765975e-17,0.05345616401537007,5.245258949520314e-17,0.016736972127614304,0.28195803772090416,2
0.5312584977589179,126.52337942496759,0.3813848114721469,3.947459643111668e-17,0.2288121027238486,8.1378965307062e-17,0.077487493706232,3.947459643111668e-17,0.029101988109952553,0.33865120237870894,2
0.9869662300791539,154.967183294059,0.22197405288643388,5.582550964208978e-17,0.3349315907406411,7.11638407553195e-17,0.16329754412269515,1.8521800763854677e-16,0.08786559816853359,0.4875549175925506,2
0.3842803751090733,65.07954890366734,0.33844159475707897,1.973729821555834e-17,0.25404808134558315,5.921189464667501e-17,0.09518678110388021,1.0490517899040628e-16,0.039518219436347424,0.37468018101029094,2
0.2055771067593853,18.16847319863686,0.061736646385833385,1.5789838572446671e-16,0.48210038607832484,1.42327681510639e-16,0.3337824711148846,3.00791503391278e-16,0.27077136815633934,0.6923505575883451,2
0.7765193327457334,103.00227379747271,0.709811016499929,8.1378965307062e-17,0.08487454705541492,4.934324553889585e-17,0.010807726848279003,6.620091075326062e-17,0.0015325884144540918,0.1273376674543264,2
0.6442758865208554,29.334271731597912,0.23540872656590522,1.5789838572446671e-16,0.32447623854125296,1.916145053880353e-16,0.15353982484879208,9.719492175833904e-17,0.0802357798477025,0.47319281540941394,2
0.270939687284149,173.19029389515458,0.02995573686274114,6.474315194323439e-16,0.4877223417284471,5.529966894721502e-16,0.32704428476904623,2.3689897222484137e-16,0.30222315357379664,0.6705542411898309,2
0.8776436506230767,104.19685618305714,0.7535494961185589,3.947459643111668e-17,0.07020738854536074,8.032498417569827e-17,0.007398048377531023,3.558192037765975e-17,0.0008681050569858815,0.10537421389418537,2
0.542688541913433,148.7601643497137,0.2287997077729882,0.0,0.3295810962272782,1.1550957633074616e-16,0.15826235093751428,8.431777493808974e-17,0.0838881245766392,0.4801924404923303,2
0.8829459537043401,84.95271012208254,0.8583837787687404,3.947459643111668e-17,0.03800531792295921,2.206697025108687e-17,0.002170118625472178,3.558192037765975e-17,0.0001384325020021114,0.05710039394674286,2
0.5392559268591784,93.71479641306533,0.5372005019680692,4.413394050217374e-17,0.15168367954911588,0.0,0.034352128373799196,5.245258949520314e-17,0.008649229664061052,0.22647214569103208,2
0.406225150560925,144.59721797132636,0.21099344222846875,0.0,0.34373700248913547,5.921189464667501e-17,0.1717282360460547,1.1883427159623706e-16,0.09463866186920321,0.4995919403570249,2
0.27910292762925015,22.629079665334515,0.10063686672504604,1.248296344382827e-16,0.44616665954869617,1.3240182150652123e-16,0.2861886761076214,1.42327681510639e-16,0.20075486190063735,0.6414389555622674,2
0.714386906919268,85.58866578805957,0.7079588038199941,0.0,0.08551275635877963,4.413394050217374e-17,0.010967966997172372,3.592242498169125e-17,0.0015669263168898925,0.12826117955027522,2
0.6011499288637272,42.03275727963401,0.327337664992512,1.1165101928417957e-16,0.26091581869941083,5.245258949520314e-17,0.10030177518454181,8.388351741612295e-17,0.0427029801311145,0.3844219782630155,2
0.8742089473113751,36.65381249229341,0.32754946561558074,3.947459643111668e-17,0.26078022351617103,1.3240182150652123e-16,0.1001976906793657,7.18448499633825e-17,0.04264008773306979,0.38422273486989483,2
0.8227184577821939,37.976427464951776,0.33598200563303815,5.582550964208978e-17,0.2555501018650518,5.921189464667501e-17,0.0962955421097579,2.4671622769447922e-17,0.0401991080287376,0.37681668450521155,2
0.7990427737476179,10.496487054313128,0.0895550853393497,8.826788100434748e-17,0.4573105627427322,1.248296344382827e-16,0.30135314532565993,4.859746087916952e-17,0.2163379571341547,0.6589682589404594,2
0.31699154752468467,110.3528226496722,0.2932959078227757,5.582550964208978e-17,0.2829924172101185,4.0689482653531e-17,0.11758473111248391,5.941713579811853e-17,0.05406253986911268,0.41550488268093294,2
0.6113930005576921,22.097892054846046,0.17239434879903745,1.5912718546886436e-16,0.3766128655576016,8.388351741612294e-17,0.20504709138367905,9.868649107779169e-17,0.12290841829406444,0.5444505754738159,2
0.2114939012959291,24.2244992520795,0.08364444903307723,1.0628860373834341e-16,0.46297176074160784,1.42327681510639e-16,0.3082330338637264,2.26817970520388e-16,0.22913823028777452,0.6657707013706098,2
0.18878690609897714,150.7512451971663,0.08978531708789894,1.7653576200869497e-16,0.45693717966216485,4.934324553889585e-17,0.29997926549950593,2.0911292549816068e-16,0.2193964660314717,0.6565000154316502,2
0.695907116969878,126.21771297019826,0.45739136138612346,1.973729821555834e-17,0.18870240219219264,8.388351741612295e-17,0.05296332850522645,5.582550964208978e-17,0.016506045299797583,0.28067119384777894,2
0.775005409438379,165.00880249103733,0.12727367833550374,7.894919286223336e-17,0.4192376855596256,8.826788100434748e-17,0.252713590019159,6.319018629274085e-17,0.16791615972460566,0.6027931140823386,2
0.2388906138386901,163.44145077992223,0.06467641998218755,2.1257720747668682e-16,0.4798648214363633,3.947459643111668e-17,0.33180284767709395,1.263803725854817e-16,0.2635466483022558,0.6914506603837297,2
0.37852249303232177,130.1451989189531,0.2717795509706864,7.11638407553195e-17,0.29778164801277907,1.973729821555834e-17,0.12988216087414228,1.0674576113297925e-16,0.06264652111967031,0.43616576689967307,2
0.7232318255503235,5.85300314396253,0.0485379893246293,1.5789838572446671e-16,0.4858571944122112,2.2330203856835913e-16,0.36784897029044317,2.805197141943437e-16,0.27590426737967566,0.7571133545433364,2
0.47984858086948834,10.142550109649228,0.06901232391762809,3.947459643111668e-17,0.4762720228402317,2.4498312686731104e-16,0.33273152872460116,3.1207408609570676e-16,0.24457350645657389,0.6986165736554674,2
0.47519995953296335,151.7488609049764,0.19012709194423918,8.1378965307062e-17,0.3611201214680365,1.721365128710181e-16,0.1889931852051595,4.0689482653531e-17,0.10900144906160911,0.5233526850756991,2
0.48531784165639946,27.75725561343956,0.189507366423887,7.11638407553195e-17,0.3616620290779956,3.454027187722709e-17,0.18952445839164664,9.098444918259384e-17,0.10943339179581758,0.5240374801712292,2
0.9122563255247801,168.27799161891664,0.10221165004390922,4.413394050217374e-17,0.4444234741142648,1.3816108750890837e-16,0.28353984624440953,1.8257000849391465e-16,0.20128066806572523,0.637994756711499,2
0.5511358543185427,147.8330299893649,0.237781843866698,1.973729821555834e-17,0.32267398262642716,1.1088515317919895e-16,0.15187160679605013,1.282924384011292e-16,0.07893748853807611,0.4706657957356236,2
0.7977593842978784,52.866600312777855,0.4771315070657441,3.947459643111668e-17,0.17910482312803147,4.9343245538895844e-17,0.04776339939439689,4.413394050217374e-17,0.014147120192885965,0.2666784654942187,2
0.5668651599543858,64.15258563508026,0.47216522078395573,0.0,0.1814903558871416,7.531919543600032e-17,0.049028990915501225,3.947459643111668e-17,0.014712203361980012,0.2701465357530597,2
0.8006127418839574,22.110437938568676,0.19028648295468845,4.413394050217374e-17,0.36098650417438316,7.956359273443218e-17,0.1888524265529342,1.1251991191616345e-16,0.1088669583535418,0.5231564736328882,2
0.5585511252146357,158.14379607091132,0.1626854164552022,7.11638407553195e-17,0.38542218584169957,1.5797546573185215e-16,0.21444894896839087,9.868649107779169e-17,0.13131552178186193,0.556400116148138,2
0.18145101384977647,22.541212866054973,0.06764986200679021,1.42327681510639e-16,0.4774715791285214,1.5912718546886436e-16,0.32727206674676373,2.84655363021278e-16,0.25997126062508524,0.6854273239552792,2
0.21849695373076922,85.58017866750531,0.21778235455174005,1.1842378929335003e-16,0.33826117522004784,4.0689482653531e-17,0.1664653585199137,5.775478816537308e-17,0.09039680761958142,0.4921207951566525,2
0.5466236329916483,71.4443553212369,0.4979026989981685,4.413394050217374e-17,0.1693332145795888,0.0,0.04273732222794736,3.355703495012918e-17,0.01198425040226166,0.25238593818733807,2
0.6355712454467429,64.31867668963308,0.5170566064942256,4.413394050217374e-17,0.1605950480521107,5.3144301869171706e-17,0.03846986740600439,5.032043437336601e-17,0.010242283102469463,0.23954578844499297,2
0.8939750342212783,123.25423961672709,0.5339921768329321,7.894919286223336e-17,0.15308098792968594,5.941713579811853e-17,0.03498044451994087,4.0689482653531e-17,0.008880432277962425,0.22850939880273238,2
0.8666901676540772,42.01328660788627,0.37878249978803413,8.826788100434748e-17,0.23028073656708353,1.1508723642913667e-16,0.07846712019418303,4.934324553889585e-18,0.029648291885328446,0.3407454803381898,2
0.6341511018306615,99.03916831042906,0.6163122229072422,7.894919286223336e-17,0.11910027905789752,3.454027187722709e-17,0.02123154772053065,2.6572150934585853e-17,0.0042097577076527695,0.17826614587703427,2
0.5059105201583104,117.5945255028862,0.4199500668822432,0.0,0.20779755589773685,2.960594732333751e-17,0.06407890368110213,7.18448499633825e-17,0.021931422666124897,0.30837178716691543,2
0.27061702417450245,50.53511297471648,0.20265925182640915,5.921189464667501e-17,0.3505676327380519,4.413394050217374e-17,0.17840762858155676,4.4408920985006264e-17,0.10012517472947045,0.5089107262645235,2
0.7037665550422595,83.5876640045171,0.6911003180329984,5.921189464667501e-17,0.09139280460007922,4.413394050217374e-17,0.012522559679773955,4.655032474083796e-17,0.0019093788837881201,0.13701909832585552,2
0.1981313879217157,152.12627794673003,0.0898518816678319,2.3017447285827334e-16,0.45689286832905995,0.0,0.29997154935197884,9.310064948167592e-17,0.21905142607899689,0.6565467971715758,2
0.2825075499951814,161.9656535614581,0.0815347799696862,1.42327681510639e-16,0.46509150754620415,7.11638407553195e-17,0.3119211150811438,1.263803725854817e-16,0.2304407856316552,0.6706661162806896,2
0.2651224231837392,163.25416689777526,0.07173941189834424,7.894919286223336e-17,0.47399257235362946,4.9343245538895844e-17,0.324278003236651,3.006295698649298e-16,0.24873797956410174,0.6841415291096975,2
0.1992117596720129,131.78722802504439,0.1459090073930801,1.8196889836518769e-16,0.40115089181607066,8.431777493808974e-17,0.23180445665122748,9.719492175833904e-17,0.14729201310727924,0.5778485387426504,2
0.7279310643976005,155.4178370919062,0.20636440884558088,8.826788100434748e-17,0.34751550887114724,4.9343245538895844e-17,0.17541903690767421,1.248296344382827e-16,0.0976486299496334,0.5047804556334681,2
0.30289294284871116,115.29141996670315,0.26899702222384425,1.0628860373834341e-16,0.2997512821199712,9.86864910777917e-18,0.1315685853677874,7.11638407553195e-17,0.06385210066159204,0.4389258469130715,2
0.24731479100553014,13.083269772809533,0.052904681932994635,2.84655363021278e-16,0.4874076716692474,1.973729821555834e-17,0.3415094742079861,2.340035464436631e-16,0.2856725414365234,0.7006649547357409,2
0.8040644206358499,7.1546239676153,0.0610484227535517,1.62757930614124e-16,0.481789309017814,4.3601116858945556e-16,0.34973360037134976,3.644809565937714e-16,0.25182284910234765,0.725905689116108,2
0.23071748199269065,60.184578488150706,0.19747222401238645,8.826788100434748e-17,0.3549016246878042,1.973729821555834e-17,0.18271382313260454,2.03447413267655e-17,0.10369562785316727,0.5148294919566293,2
0.4189131568312836,65.82331169115679,0.3695041141469458,3.947459643111668e-17,0.2355881872418068,3.558192037765975e-17,0.08206584580405363,8.1378965307062e-17,0.031697151642301906,0.34834448520044664,2
0.3480023222065728,58.72986226159835,0.28720100294565226,4.413394050217374e-17,0.2871087511941469,5.582550964208978e-17,0.12095138836048998,9.580725269401765e-17,0.05637432952265444,0.4212737781674268,2
0.2660932333776521,19.15907930147094,0.08210491396956429,3.947459643111668e-17,0.4645090623499442,2.2066970251086873e-16,0.31090573988701753,2.217703063583979e-16,0.2299956517634788,0.6693211501927436,2
0.28164806386729213,117.33550627975644,0.24581600800603412,3.947459643111668e-17,0.3166103453881309,4.9343245538895844e-17,0.14636695649867446,9.098444918259384e-17,0.0747565439333758,0.4622936635858946,2
0.29205140914591265,9.1424305168353,0.0428353743589554,3.006295698649298e-16,0.4904461698594649,1.5789838572446671e-16,0.3452241623969909,2.4498312686731104e-16,0.29896359728755234,0.7038981719357974,2
0.1656807258862325,17.10484584519518,0.04753546584657969,4.0641584481950277e-16,0.4901965951428889,1.248296344382827e-16,0.3397221634652855,2.3684757858670006e-16,0.29816377110887654,0.6930324829495376,2
0.6150765439951579,127.20848259249809,0.41730531582259905,1.973729821555834e-17,0.20919310129513652,6.241481721914135e-17,0.06493139258364396,4.413394050217374e-17,0.022364339131497542,0.3103897412565083,2
0.6340394025346858,8.952626769590951,0.07072821778864773,1.5789838572446671e-16,0.474942310502616,1.973729821555834e-16,0.3322398510435127,1.1033485125543436e-16,0.23788099791462183,0.6995372778894222,2
0.426143008533748,94.0914016189868,0.4245780624908735,4.413394050217374e-17,0.20537257019224867,6.319018629274085e-17,0.06260851191311935,6.319018629274085e-17,0.021184763529231435,0.30485332999685255,2
0.4235142801390347,128.28406978072755,0.3087482531817352,7.11638407553195e-17,0.27277739905491594,5.582550964208978e-17,0.10942471550575017,4.413394050217374e-17,0.04859916804455979,0.4011502268328346,2
0.19832551255062586,165.21643272640227,0.048807231698221785,3.5307152401738993e-16,0.4895820484835025,2.9341603215881713e-16,0.34092718250473936,1.9161450538803533e-16,0.294923071784116,0.6963637322094901,2
0.3262104549907071,56.875917919557686,0.2641511133939786,7.894919286223336e-17,0.30320503073309285,0.0,0.13453809660485863,8.881784197001253e-17,0.06599680094925042,0.443719869289671,2
0.372003571094524,76.26919734143165,0.35816464993994673,5.921189464667501e-17,0.24220592701776547,9.86864910777917e-18,0.08666737791635619,4.4408920985006264e-17,0.03437572603385395,0.3578251737415132,2
0.7399786990323256,57.057959541352425,0.5026737125025176,0.0,0.16712870539165714,4.934324553889585e-18,0.04163937855646316,6.711406990025836e-17,0.011526035753895098,0.2491455818967993,2
0.20799028421855417,72.51091160839842,0.19757236092164487,1.3816108750890837e-16,0.35481742848261577,2.960594732333751e-17,0.18262752287885983,3.978179636721609e-17,0.10362166796456765,0.5147084337425878,2
0.7877563552735385,173.88825542720141,0.05189355037692655,1.973729821555834e-16,0.48527339626060984,1.7653576200869497e-16,0.3653189139596251,3.6568139115413422e-16,0.2684556514886505,0.752810512125077,2
0.9756400812526848,140.7453980928306,0.35648098807797235,3.947459643111668e-17,0.24318583131165394,5.582550964208978e-17,0.08735654595328657,9.178374227431952e-17,0.034783081066867776,0.3592172516059749,2
0.6584936820621595,102.6203451190772,0.621183269391163,4.413394050217374e-17,0.11720995395060546,3.558192037765975e-17,0.020564589362657842,3.454027187722709e-17,0.00401552058448869,0.175450878270323,2
0.9612986703403668,37.792487018696846,0.3419661985063268,1.973729821555834e-17,0.25189467873664073,4.413394050217374e-17,0.09361213920125812,4.468220923203829e-17,0.03854373384574398,0.37163206333203597,2
0.8975810919153913,89.49070496673458,0.8972522501857622,4.413394050217374e-17,0.026999926934331085,2.960594732333751e-17,0.0010952170297611602,9.86864910777917e-18,4.919669405710839e-05,0.040563703465751395,2
0.49755828595359786,111.95710684909649,0.44223601426963566,7.894919286223336e-17,0.19628803027195055,2.960594732333751e-17,0.0572553201060742,7.531919543600032e-17,0.01854197838776425,0.2916903288842873,2
0.6787273830062108,58.47740794420737,0.4919678447452144,3.947459643111668e-17,0.17209107641942753,3.558192037765975e-17,0.04412785289410083,7.18448499633825e-17,0.012566394960352641,0.25642150547394216,2
0.1966429029593782,57.35877060655184,0.16369319944680696,1.1842378929335003e-16,0.3845494690988637,7.531919543600032e-17,0.21351690906940227,4.413394050217374e-17,0.1304731875220799,0.5552391206513648,2
0.4904110296041858,78.27521790271827,0.47408252666834894,7.894919286223336e-17,0.18056943703439393,7.11638407553195e-17,0.04853772780689666,5.4277570092785435e-17,0.014494189194377415,0.2688036724490172,2
0.5574853144518978,51.7978153768873,0.3833292809462254,0.0,0.2277140510726016,8.881784197001253e-17,0.07675479554994641,1.0628860373834341e-16,0.028693238709761086,0.3370665762099803,2
0.5778084770255245,95.14654422929533,0.5731812775922287,4.413394050217374e-17,0.13640284754041854,7.11638407553195e-17,0.02781411141045078,7.11638407553195e-17,0.006308225831769653,0.20391151586633097,2
0.30686766922677733,42.81373862115724,0.19808247553944064,8.826788100434748e-17,0.35439108646909,4.9343245538895844e-17,0.18220291009958406,1.0064086874673202e-16,0.10327186645480405,0.5141294943812753,2
0.43507577021316357,169.0060796674379,0.07010804907593299,4.26983044531917e-16,0.4753705797600446,1.6064996835139654e-16,0.33017719955028973,1.7763568394002506e-16,0.24431457127615652,0.6945680141100762,2
0.8055562500116925,72.1757871795017,0.6803850864901689,3.947459643111668e-17,0.09519784119840792,3.558192037765975e-17,0.013585807566823954,4.655032474083796e-17,0.002156758270638255,0.14271129886768022,2
0.43492715222147427,97.53275162282218,0.4294604089274622,7.894919286223336e-17,0.20283299623287795,6.908054375445419e-17,0.06108942463492135,5.775478816537308e-17,0.020425058756627347,0.30118090137949227,2
0.356559485770209,122.58584257009579,0.2887716981376208,1.973729821555834e-17,0.28603791210276125,6.319018629274085e-17,0.12006947003531182,6.476007260524817e-17,0.05576534334485881,0.4197676774824729,2
0.23052209021595166,44.761044785697734,0.15797857148243544,0.0,0.3897682160863437,8.431777493808974e-17,0.21917651071245067,6.319018629274085e-17,0.13557199161298777,0.5623252529752129,2
0.18937084524756637,150.23560811693486,0.0915157072342515,1.9737298215558337e-16,0.45522562233183833,7.11638407553195e-17,0.297709800657014,6.319018629274085e-17,0.21653811275674897,0.6539829615302221,2
0.6095894599081344,31.105423317309597,0.24318048209382673,5.582550964208978e-17,0.3185824913926789,1.0821818601464169e-16,0.14815521277213717,1.1550957633074616e-16,0.07610532520034055,0.46504505669623813,2
0.3784944058432338,141.09974463888358,0.21775681187179113,3.947459643111668e-17,0.33828776628747276,2.960594732333751e-17,0.16648267907970676,6.711406990025836e-17,0.0903997719376077,0.4921333127318351,2
0.32749441309892285,152.8836049580012,0.13735628595129595,1.0628860373834341e-16,0.4093877265847831,9.719492175833904e-17,0.24118727726336922,1.62757930614124e-16,0.1557960415391904,0.58914144611861,2
0.5417827539613378,9.804100563326815,0.0716867641374359,1.248296344382827e-16,0.47409667423795165,1.5797546573185215e-16,0.3297999590126711,1.9438984351667809e-16,0.23812162012893115,0.6956386259042661,2
0.3770275739812886,40.54897783714401,0.22551324957942503,3.947459643111668e-17,0.33214870665140284,8.388351741612294e-17,0.16066050434048704,1.2829243840112921e-16,0.08577824512278034,0.4837005266713372,2
0.5502628861049218,60.31571182729845,0.4370275051368035,0.0,0.19893814460183967,3.558192037765975e-17,0.05879457158413646,3.454027187722709e-17,0.019288176185518376,0.2955419721130382,2
0.9710339797036922,146.3637272588995,0.30210646880216263,1.1842378929335003e-16,0.27712575444615006,1.5912718546886436e-16,0.11286936115507729,9.991245722770627e-17,0.05088060140649198,0.4072857153989619,2
0.194897408454795,156.84783925400458,0.07423123128413471,1.7653576200869497e-16,0.47176282652511664,8.826788100434748e-17,0.3199316070811799,1.2005729803492019e-16,0.24675141749020454,0.6781619684571454,2
0.38385172705416737,74.06935398614141,0.3644357439995796,8.826788100434748e-17,0.23852812442517965,4.413394050217374e-17,0.08410194448601589,7.11638407553195e-17,0.03287397830156151,0.3525871202345222,2
0.19268568069690764,50.1685928516466,0.14570126413122492,0.0,0.4013133713307019,4.413394050217374e-17,0.2319993916989288,8.1378965307062e-17,0.14749262886016656,0.5781003282538272,2
0.6804604322229751,69.25885875313575,0.5825938838659817,7.894919286223336e-17,0.13253542618646663,5.582550964208978e-17,0.026266698924310005,2.4671622769447922e-17,0.0057890583569751115,0.19818624861367165,2
0.9690301543755772,170.09244195796254,0.08663231511021201,8.826788100434748e-17,0.4600342509607684,2.44136895921186e-16,0.30410817094036013,4.1869132231567334e-16,0.2246800672662508,0.6610554981617975,2
0.5932460851409581,75.596999628974,0.5567732522903998,3.947459643111668e-17,0.14327142392722075,0.0,0.030665841257755188,3.947459643111668e-17,0.007298121902148694,0.21404017924281168,2
0.24404091080904516,73.46262350782192,0.23275818256467135,3.947459643111668e-17,0.3265222415306881,5.582550964208978e-17,0.15541876907941768,7.956359273443218e-17,0.081680520030647,0.4759821822575927,2
0.21478128869031396,150.91996365427315,0.10080098624901535,7.894919286223336e-17,0.44591553860084976,0.0,0.28568300343276765,1.4309541206279796e-16,0.2017542230586393,0.6406661771176575,2
0.20547807554182082,151.490020982603,0.09495236487529071,2.0128173749346404e-16,0.4517895183401874,1.0490517899040628e-16,0.29329121674126274,1.0628860373834341e-16,0.21074230830405088,0.6491766737280102,2
0.9018606294091911,122.42745393044297,0.544048067338465,8.1378965307062e-17,0.14870783226105255,5.921189464667501e-17,0.033024875020049714,2.03447413267655e-17,0.00814933992955836,0.2220789215868297,2
0.3507438305936828,64.61554315189538,0.309132177293981,4.413394050217374e-17,0.27252970213401023,4.413394050217374e-17,0.10923221348432388,6.711406990025836e-17,0.04847421883169152,0.40080847199037206,2
0.7775473145925811,108.64515200503986,0.6578537310787046,4.413394050217374e-17,0.10337344558198028,1.973729821555834e-17,0.016012494114754573,4.215888746904487e-17,0.002758456106431448,0.15489949110824472,2
0.5215261534979679,20.73616206399357,0.14836513495670647,3.947459643111668e-17,0.3987871036303952,2.0037246434163803e-16,0.22916015384367922,1.2046221418626723e-16,0.14476652718322255,0.5746428401457785,2
0.9652929293052005,75.98848514105705,0.779123992719091,4.413394050217374e-17,0.06198574604148666,9.86864910777917e-18,0.0057696396101578565,1.3956377410522446e-17,0.0005972872074215593,0.09308010274323832,2
0.49847409342384097,8.09367196091353,0.05639216623580616,5.582550964208978e-17,0.4846352465225795,2.2552616331528537e-16,0.34990355409603463,4.2515441495337365e-16,0.2671824588962998,0.7219936160374426,2
0.8674265047490618,129.63612778957543,0.462860661862182,3.947459643111668e-17,0.18601501445554386,5.3144301869171706e-17,0.05148213409668101,2.960594732333751e-17,0.015822194935001484,0.27676332605390214,2
0.199703584807135,156.6589137336648,0.07653451580063818,1.62757930614124e-16,0.4696664317888941,9.86864910777917e-17,0.3171733520504983,1.4645886557510492e-16,0.2422813520218777,0.675316204401556,2
0.46457471802764194,168.09218575988695,0.0793389519379561,1.7653576200869497e-16,0.46734466046122447,4.9343245538895844e-17,0.31737771420726274,1.1508723642913667e-16,0.22806298845253614,0.6791084633213553,2
0.4247828134816769,151.16925765912396,0.1790946907009447,1.42327681510639e-16,0.37067621263538036,1.6776703483224587e-16,0.19880437595457376,8.881784197001253e-17,0.11742361902420004,0.5363289285307601,2
0.5828230282791869,68.26219684394653,0.5086699953874544,5.921189464667501e-17,0.16439052920302444,5.582550964208978e-17,0.040299166365775796,4.1941758708061474e-17,0.01097945510464953,0.24514287143638186,2
0.6816506183294894,108.69041305595566,0.5990839772273769,0.0,0.12588627870482688,5.3144301869171706e-17,0.023709818191962898,4.655032474083796e-17,0.004966279045775632,0.18834314935590982,2
