Station,Date,Hour_UTC,Frequency_Hz,PLV
KNG,20220101,0,6.671,0.05562041497226127
KNG,20220101,0,6.672,0.05334279924471867
KNG,20220101,0,6.673,0.056558224393101375
KNG,20220101,0,6.674,0.062422503215987205
KNG,20220101,0,6.675,0.06848093628145757
KNG,20220101,0,6.676,0.07097191587133352
KNG,20220101,0,6.677,0.0796979379512347
KNG,20220101,0,6.678,0.09160757404162105
KNG,20220101,0,6.679,0.10555387105526938
KNG,20220101,0,6.68,0.12111615755203677
KNG,20220101,0,6.681,0.1381199339414875
KNG,20220101,0,6.682,0.15638240318528193
KNG,20220101,0,6.683,0.1757438106017904
KNG,20220101,0,6.684,0.19570599374090872
KNG,20220101,0,6.685,0.21698571285187518
KNG,20220101,0,6.686,0.23896688015619966
KNG,20220101,0,6.687,0.261264202265697
KNG,20220101,0,6.688,0.2840800267008403
KNG,20220101,0,6.689,0.30724698102051734
KNG,20220101,0,6.69,0.3298489427860843
KNG,20220101,0,6.691,0.3510729170404799
KNG,20220101,0,6.692,0.37057309053496157
KNG,20220101,0,6.693,0.39061549098227194
KNG,20220101,0,6.694,0.40173488753034414
KNG,20220101,0,6.695,0.40663946290268277
KNG,20220101,0,6.696,0.4057883377655898
KNG,20220101,0,6.697,0.3987996995776624
KNG,20220101,0,6.698,0.3850636634673907
KNG,20220101,0,6.699,0.36421298446935413
KNG,20220101,0,6.7,0.32765214076706
KNG,20220101,0,6.701,0.28965934814094235
KNG,20220101,0,6.702,0.2531542662026634
KNG,20220101,0,6.703,0.21777236109880446
KNG,20220101,0,6.704,0.18821315094728955
KNG,20220101,0,6.705,0.16404670035657418
KNG,20220101,0,6.706,0.1460582018066727
KNG,20220101,0,6.707,0.13521587383766098
KNG,20220101,0,6.708,0.13196211584951115
KNG,20220101,0,6.709,0.13589780017625452
KNG,20220101,0,6.71,0.14635671202735717
KNG,20220101,0,6.711,0.1658829019076049
KNG,20220101,0,6.712,0.18578068452121188
KNG,20220101,0,6.713,0.2007744730559173
KNG,20220101,0,6.714,0.21326096726297053
KNG,20220101,0,6.715,0.22380768721310007
KNG,20220101,0,6.716,0.23277937674606677
KNG,20220101,0,6.717,0.2403777863438372
KNG,20220101,0,6.718,0.24662860791863023
KNG,20220101,0,6.719,0.2518730042526503
KNG,20220101,0,6.72,0.2562544392754902
KNG,20220101,0,6.721,0.2598721894910672
KNG,20220101,0,6.722,0.2628176003252243
KNG,20220101,0,6.723,0.2651702369125717
KNG,20220101,0,6.724,0.26699448536211234
KNG,20220101,0,6.725,0.26833805556123363
KNG,20220101,0,6.726,0.2692378441576822
KNG,20220101,0,6.727,0.269737240488422
KNG,20220101,0,6.728,0.2698844384564002
KNG,20220101,0,6.729,0.2696887944872447
KNG,20220101,0,6.73,0.2691165627478955
KNG,20220101,0,6.731,0.268116863816809
KNG,20220101,0,6.732,0.26663103133131044
KNG,20220101,0,6.733,0.2645973048930834
KNG,20220101,0,6.734,0.26196740575805144
KNG,20220101,0,6.735,0.2587301157736532
KNG,20220101,0,6.736,0.25490751008825296
KNG,20220101,0,6.737,0.25054320290035503
KNG,20220101,0,6.738,0.24571821234655816
KNG,20220101,0,6.739,0.24049870027950376
KNG,20220101,0,6.74,0.23511418549118993
KNG,20220101,0,6.741,0.23042761980463605
KNG,20220101,0,6.742,0.22685381556251571
KNG,20220101,0,6.743,0.2253333783252076
KNG,20220101,0,6.744,0.22766425621494601
KNG,20220101,0,6.745,0.23418247574049975
KNG,20220101,0,6.746,0.24524938160932797
KNG,20220101,0,6.747,0.2594379374662062
KNG,20220101,0,6.748,0.274640161644412
KNG,20220101,0,6.749,0.2886417110624066
KNG,20220101,0,6.75,0.299904982391118
KNG,20220101,0,6.751,0.305425849347301
KNG,20220101,0,6.752,0.30369057904682817
KNG,20220101,0,6.753,0.3033129849506796
KNG,20220101,0,6.754,0.29985501769147066
KNG,20220101,0,6.755,0.29266955934706407
KNG,20220101,0,6.756,0.2806772379506788
KNG,20220101,0,6.757,0.2623770811620144
KNG,20220101,0,6.758,0.24784268334516923
KNG,20220101,0,6.759,0.23687768046541213
KNG,20220101,0,6.76,0.22548496694834053
KNG,20220101,0,6.761,0.21272951556905562
KNG,20220101,0,6.762,0.1983195712784928
KNG,20220101,0,6.763,0.18223552828338757
KNG,20220101,0,6.764,0.16468299314257306
KNG,20220101,0,6.765,0.145583825215577
KNG,20220101,0,6.766,0.12492168061617215
KNG,20220101,0,6.767,0.10032016023658269
KNG,20220101,0,6.768,0.08179622318198412
KNG,20220101,0,6.769,0.07274154803431321
KNG,20220101,0,6.77,0.07155701319821513
KNG,20220101,0,6.771,0.07638921473466873
KNG,20220101,0,6.772,0.08456214111996282
KNG,20220101,0,6.773,0.09378858020013839
KNG,20220101,0,6.774,0.10247001141355572
KNG,20220101,0,6.775,0.10898311342811562
KNG,20220101,0,6.776,0.1121377335653872
KNG,20220101,0,6.777,0.10906734877998132
KNG,20220101,0,6.778,0.10878580521968485
KNG,20220101,0,6.779,0.10920224007630507
KNG,20220101,0,6.78,0.10949264560301941
KNG,20220101,0,6.781,0.10924596692973444
KNG,20220101,0,6.782,0.10844841907832797
KNG,20220101,0,6.783,0.10713946033850681
KNG,20220101,0,6.784,0.10534267103834766
KNG,20220101,0,6.785,0.10306519501587108
KNG,20220101,0,6.786,0.10030953652298764
KNG,20220101,0,6.787,0.0970718448575248
KNG,20220101,0,6.788,0.09333115760243492
KNG,20220101,0,6.789,0.0890745493239777
KNG,20220101,0,6.79,0.08449729718788984
KNG,20220101,0,6.791,0.07964918938729725
KNG,20220101,0,6.792,0.07453129765601087
KNG,20220101,0,6.793,0.06890853008047179
KNG,20220101,0,6.794,0.06367552220426391
KNG,20220101,0,6.795,0.05880548935314374
KNG,20220101,0,6.796,0.054265668569636175
KNG,20220101,0,6.797,0.05096099390121282
KNG,20220101,0,6.798,0.04892083326664826
KNG,20220101,0,6.799,0.04940130138341879
KNG,20220101,0,6.8,0.05197439705535777
KNG,20220101,0,6.801,0.056799198189208686
KNG,20220101,0,6.802,0.06406804781401698
KNG,20220101,0,6.803,0.07898527586497153
KNG,20220101,0,6.804,0.11153138554253321
KNG,20220101,0,6.805,0.1355950680285066
KNG,20220101,0,6.806,0.14968334737992614
KNG,20220101,0,6.807,0.15871454768333038
KNG,20220101,0,6.808,0.16480028495997026
KNG,20220101,0,6.809,0.16882013455610909
KNG,20220101,0,6.81,0.171346651442082
KNG,20220101,0,6.811,0.1730561102996451
KNG,20220101,0,6.812,0.17423942566308312
KNG,20220101,0,6.813,0.17517025477734638
KNG,20220101,0,6.814,0.1756530445684432
KNG,20220101,0,6.815,0.1767891023767435
KNG,20220101,0,6.816,0.17839635114284827
KNG,20220101,0,6.817,0.18028105562738028
KNG,20220101,0,6.818,0.18355688889434818
KNG,20220101,0,6.819,0.1875441706241876
KNG,20220101,0,6.82,0.19286782264885086
KNG,20220101,0,6.821,0.20036062317631514
KNG,20220101,0,6.822,0.2099141153902218
KNG,20220101,0,6.823,0.22299672392686223
KNG,20220101,0,6.824,0.23946799002803829
KNG,20220101,0,6.825,0.2626080827547748
KNG,20220101,0,6.826,0.30593211655712305
KNG,20220101,0,6.827,0.33080656826016097
KNG,20220101,0,6.828,0.35155153132757744
KNG,20220101,0,6.829,0.3736671153925755
KNG,20220101,0,6.83,0.3937073635867699
KNG,20220101,0,6.831,0.4158132772681236
KNG,20220101,0,6.832,0.43661703568234994
KNG,20220101,0,6.833,0.45580858685021935
KNG,20220101,0,6.834,0.4737270961116637
KNG,20220101,0,6.835,0.4899988624309779
KNG,20220101,0,6.836,0.5050880598492986
KNG,20220101,0,6.837,0.5191979157214501
KNG,20220101,0,6.838,0.5327839821994083
KNG,20220101,0,6.839,0.5477292009345514
KNG,20220101,0,6.84,0.5623338732380335
KNG,20220101,0,6.841,0.574563416768391
KNG,20220101,0,6.842,0.5850639906199828
KNG,20220101,0,6.843,0.5939148957561647
KNG,20220101,0,6.844,0.6010886851612504
KNG,20220101,0,6.845,0.6064785017354992
KNG,20220101,0,6.846,0.6098848329913893
KNG,20220101,0,6.847,0.6109283603049764
KNG,20220101,0,6.848,0.6087121182575903
KNG,20220101,0,6.849,0.5983174959923483
KNG,20220101,0,6.85,0.5886087179905757
KNG,20220101,0,6.851,0.584666312860995
KNG,20220101,0,6.852,0.5823929431321412
KNG,20220101,0,6.853,0.5821652843720315
KNG,20220101,0,6.854,0.5831853807125309
KNG,20220101,0,6.855,0.5854441229537453
KNG,20220101,0,6.856,0.5898353878560851
KNG,20220101,0,6.857,0.596277794059994
KNG,20220101,0,6.858,0.6087919560331616
KNG,20220101,0,6.859,0.6244085674542801
KNG,20220101,0,6.86,0.6304365835814567
KNG,20220101,0,6.861,0.6330801743517307
KNG,20220101,0,6.862,0.6379015522139367
KNG,20220101,0,6.863,0.645901633520718
KNG,20220101,0,6.864,0.6568005169246489
KNG,20220101,0,6.865,0.6718852665397779
KNG,20220101,0,6.866,0.6892812614159375
KNG,20220101,0,6.867,0.7020262073562228
KNG,20220101,0,6.868,0.7131477658747
KNG,20220101,0,6.869,0.7232070681771295
KNG,20220101,0,6.87,0.7325209024566542
KNG,20220101,0,6.871,0.7413820247820939
KNG,20220101,0,6.872,0.750092816054199
KNG,20220101,0,6.873,0.7590154862161528
KNG,20220101,0,6.874,0.7677802853596885
KNG,20220101,0,6.875,0.7769034506498499
KNG,20220101,0,6.876,0.7868079698561949
KNG,20220101,0,6.877,0.7981804607002773
KNG,20220101,0,6.878,0.8139997276508815
KNG,20220101,0,6.879,0.8343951969440658
KNG,20220101,0,6.88,0.844336782889163
KNG,20220101,0,6.881,0.8466966294881024
KNG,20220101,0,6.882,0.8483028430521771
KNG,20220101,0,6.883,0.8525814495941504
KNG,20220101,0,6.884,0.8579646610677139
KNG,20220101,0,6.885,0.8658069297938876
KNG,20220101,0,6.886,0.8763290554811678
KNG,20220101,0,6.887,0.8781246265454149
KNG,20220101,0,6.888,0.8768868183320866
KNG,20220101,0,6.889,0.87360066002785
KNG,20220101,0,6.89,0.8685782911208149
KNG,20220101,0,6.891,0.862053151003158
KNG,20220101,0,6.892,0.8541904411254296
KNG,20220101,0,6.893,0.8449190210731545
KNG,20220101,0,6.894,0.833936480190159
KNG,20220101,0,6.895,0.8199283465253344
KNG,20220101,0,6.896,0.8113401479665608
KNG,20220101,0,6.897,0.8051225826269126
KNG,20220101,0,6.898,0.8003377276997887
KNG,20220101,0,6.899,0.7965937774059813
KNG,20220101,0,6.9,0.7936847559460474
KNG,20220101,0,6.901,0.7917460484001322
KNG,20220101,0,6.902,0.790407610886249
KNG,20220101,0,6.903,0.7895541043269577
KNG,20220101,0,6.904,0.7891269847387984
KNG,20220101,0,6.905,0.7890615084349273
KNG,20220101,0,6.906,0.7892866257257071
KNG,20220101,0,6.907,0.7897246317323651
KNG,20220101,0,6.908,0.7902990085357757
KNG,20220101,0,6.909,0.7909699237952291
KNG,20220101,0,6.91,0.7913051817675776
KNG,20220101,0,6.911,0.7917024155913143
KNG,20220101,0,6.912,0.7920008845270811
KNG,20220101,0,6.913,0.7921485725845007
KNG,20220101,0,6.914,0.7921224873262966
KNG,20220101,0,6.915,0.7918940128065499
KNG,20220101,0,6.916,0.7914524964055478
KNG,20220101,0,6.917,0.7908046673647594
KNG,20220101,0,6.918,0.7899682250984411
KNG,20220101,0,6.919,0.7889827365106867
KNG,20220101,0,6.92,0.7879114317142275
KNG,20220101,0,6.921,0.7868152424885333
KNG,20220101,0,6.922,0.7857364212867318
KNG,20220101,0,6.923,0.7846900918503259
KNG,20220101,0,6.924,0.7836696749163291
KNG,20220101,0,6.925,0.7826523682384066
KNG,20220101,0,6.926,0.781596744222473
KNG,20220101,0,6.927,0.7806491831861828
KNG,20220101,0,6.928,0.7794796880693752
KNG,20220101,0,6.929,0.7777104881468851
KNG,20220101,0,6.93,0.7753235094371134
KNG,20220101,0,6.931,0.7729926011214681
KNG,20220101,0,6.932,0.7696461652054885
KNG,20220101,0,6.933,0.764388865048144
KNG,20220101,0,6.934,0.7530782320137628
KNG,20220101,0,6.935,0.7419397330313401
KNG,20220101,0,6.936,0.7401346802687621
KNG,20220101,0,6.937,0.7466957346303366
KNG,20220101,0,6.938,0.7579772969062466
KNG,20220101,0,6.939,0.7587161719585791
KNG,20220101,0,6.94,0.75603572863471
KNG,20220101,0,6.941,0.7510309022649911
KNG,20220101,0,6.942,0.7435528246079489
KNG,20220101,0,6.943,0.7346219191259251
KNG,20220101,0,6.944,0.7234270521720584
KNG,20220101,0,6.945,0.7089685866924686
KNG,20220101,0,6.946,0.686060698664692
KNG,20220101,0,6.947,0.6686724621604581
KNG,20220101,0,6.948,0.6567155054679192
KNG,20220101,0,6.949,0.6467369443719463
KNG,20220101,0,6.95,0.6389846638544218
KNG,20220101,0,6.951,0.6320318571606287
KNG,20220101,0,6.952,0.6259994439928089
KNG,20220101,0,6.953,0.620477633141948
KNG,20220101,0,6.954,0.6174921957179024
KNG,20220101,0,6.955,0.6151995023533366
KNG,20220101,0,6.956,0.614089270312611
KNG,20220101,0,6.957,0.6157241562580433
KNG,20220101,0,6.958,0.6193621347189269
KNG,20220101,0,6.959,0.6244156860066127
KNG,20220101,0,6.96,0.6308564536110042
KNG,20220101,0,6.961,0.6390023827817317
KNG,20220101,0,6.962,0.6485978783404646
KNG,20220101,0,6.963,0.6604340063373806
KNG,20220101,0,6.964,0.6739518576160985
KNG,20220101,0,6.965,0.6890099334680672
KNG,20220101,0,6.966,0.7054608007217372
KNG,20220101,0,6.967,0.7224799409464397
KNG,20220101,0,6.968,0.7397254565867428
KNG,20220101,0,6.969,0.7574670350026996
KNG,20220101,0,6.97,0.7809402328973164
KNG,20220101,0,6.971,0.7955447119647082
KNG,20220101,0,6.972,0.8036906003943441
KNG,20220101,0,6.973,0.8075840421603847
KNG,20220101,0,6.974,0.8073089468451292
KNG,20220101,0,6.975,0.8022109441376478
KNG,20220101,0,6.976,0.7885563709837067
KNG,20220101,0,6.977,0.7605294733572048
KNG,20220101,0,6.978,0.7358580320112977
KNG,20220101,0,6.979,0.7370709643804852
KNG,20220101,0,6.98,0.734126737767044
KNG,20220101,0,6.981,0.7286769178816451
KNG,20220101,0,6.982,0.7228004505460104
KNG,20220101,0,6.983,0.7172352943834753
KNG,20220101,0,6.984,0.7114473705669075
KNG,20220101,0,6.985,0.7066500608797699
KNG,20220101,0,6.986,0.7015097110853188
KNG,20220101,0,6.987,0.6963197933586388
KNG,20220101,0,6.988,0.6905130101335667
KNG,20220101,0,6.989,0.6849353530677589
KNG,20220101,0,6.99,0.6785041786140891
KNG,20220101,0,6.991,0.6713758043988013
KNG,20220101,0,6.992,0.662970471697583
KNG,20220101,0,6.993,0.6534676625409518
KNG,20220101,0,6.994,0.6447509520199705
KNG,20220101,0,6.995,0.6368782109757325
KNG,20220101,0,6.996,0.6289210827310163
KNG,20220101,0,6.997,0.6210345184377789
KNG,20220101,0,6.998,0.6129696239457799
KNG,20220101,0,6.999,0.6048292561415143
KNG,20220101,0,7.0,0.5967030764595185
KNG,20220101,0,7.001,0.588754347951646
KNG,20220101,0,7.002,0.5810983046377272
KNG,20220101,0,7.003,0.573810465063624
KNG,20220101,0,7.004,0.5669998117455705
KNG,20220101,0,7.005,0.5607857662921735
KNG,20220101,0,7.006,0.5546436014366142
KNG,20220101,0,7.007,0.5497330861745984
KNG,20220101,0,7.008,0.5461508410537261
KNG,20220101,0,7.009,0.5423002798733028
KNG,20220101,0,7.01,0.5395352596441846
KNG,20220101,0,7.011,0.5373565693001406
KNG,20220101,0,7.012,0.5368931703232733
KNG,20220101,0,7.013,0.5392290572676809
KNG,20220101,0,7.014,0.5371442060899633
KNG,20220101,0,7.015,0.5342456710395957
KNG,20220101,0,7.016,0.5313428674914893
KNG,20220101,0,7.017,0.5283806709542871
KNG,20220101,0,7.018,0.5248377583249829
KNG,20220101,0,7.019,0.5208889686904795
KNG,20220101,0,7.02,0.5163271585139348
KNG,20220101,0,7.021,0.5111324859001619
KNG,20220101,0,7.022,0.5047490364270647
KNG,20220101,0,7.023,0.4961304834177515
KNG,20220101,0,7.024,0.48324488581055636
KNG,20220101,0,7.025,0.4759173800498004
KNG,20220101,0,7.026,0.4706343604851104
KNG,20220101,0,7.027,0.46640827215354047
KNG,20220101,0,7.028,0.4627941027562454
KNG,20220101,0,7.029,0.45952240773976016
KNG,20220101,0,7.03,0.4563998645194375
KNG,20220101,0,7.031,0.4532720034340687
KNG,20220101,0,7.032,0.4501475906284391
KNG,20220101,0,7.033,0.44663402446045997
KNG,20220101,0,7.034,0.44279678667609346
KNG,20220101,0,7.035,0.4385679874516842
KNG,20220101,0,7.036,0.4339162722201245
KNG,20220101,0,7.037,0.42885300886547695
KNG,20220101,0,7.038,0.4234481025337071
KNG,20220101,0,7.039,0.4178522946103313
KNG,20220101,0,7.04,0.41233520568567317
KNG,20220101,0,7.041,0.4072099525289264
KNG,20220101,0,7.042,0.40268195265800066
KNG,20220101,0,7.043,0.39935539436125916
KNG,20220101,0,7.044,0.39784804740918744
KNG,20220101,0,7.045,0.39864056887306965
KNG,20220101,0,7.046,0.4012303464591445
KNG,20220101,0,7.047,0.40846518816347555
KNG,20220101,0,7.048,0.4135764001035244
KNG,20220101,0,7.049,0.4168022857297877
KNG,20220101,0,7.05,0.41566460417570444
KNG,20220101,0,7.051,0.4129417844791297
KNG,20220101,0,7.052,0.4092648471184339
KNG,20220101,0,7.053,0.40572207448007325
KNG,20220101,0,7.054,0.40085323992171823
KNG,20220101,0,7.055,0.39548568124979255
KNG,20220101,0,7.056,0.38929402031018123
KNG,20220101,0,7.057,0.3823650060838303
KNG,20220101,0,7.058,0.3735035828177062
KNG,20220101,0,7.059,0.3623957486338022
KNG,20220101,0,7.06,0.3500632130784043
KNG,20220101,0,7.061,0.3346546440567523
KNG,20220101,0,7.062,0.3162052548252623
KNG,20220101,0,7.063,0.2965939368588371
KNG,20220101,0,7.064,0.27475420746108364
KNG,20220101,0,7.065,0.2496754822926017
KNG,20220101,0,7.066,0.2198175846667392
KNG,20220101,0,7.067,0.18156287954742656
KNG,20220101,0,7.068,0.1483504929519251
KNG,20220101,0,7.069,0.11605131227424764
KNG,20220101,0,7.07,0.0837868857506504
KNG,20220101,0,7.071,0.05132283094324418
KNG,20220101,0,7.072,0.03553499620854584
KNG,20220101,0,7.073,0.053921148409038104
KNG,20220101,0,7.074,0.08448433513409986
KNG,20220101,0,7.075,0.11742595008507556
KNG,20220101,0,7.076,0.15029829364645417
KNG,20220101,0,7.077,0.18299338394149273
KNG,20220101,0,7.078,0.21506693683297054
KNG,20220101,0,7.079,0.24556042276682535
KNG,20220101,0,7.08,0.27499769091943144
KNG,20220101,0,7.081,0.30236096487199554
KNG,20220101,0,7.082,0.3286117066424051
KNG,20220101,0,7.083,0.35267880703905813
KNG,20220101,0,7.084,0.37613885295016486
KNG,20220101,0,7.085,0.4005923841211132
KNG,20220101,0,7.086,0.4227091068651968
KNG,20220101,0,7.087,0.44121824084923283
KNG,20220101,0,7.088,0.456728627536994
KNG,20220101,0,7.089,0.4695714489987453
KNG,20220101,0,7.09,0.48014111386231006
KNG,20220101,0,7.091,0.4863544491602658
KNG,20220101,0,7.092,0.48522886213679073
KNG,20220101,0,7.093,0.48170222757589237
KNG,20220101,0,7.094,0.47784194900853233
KNG,20220101,0,7.095,0.4762424693702828
KNG,20220101,0,7.096,0.47593871163371254
KNG,20220101,0,7.097,0.48053498278115875
KNG,20220101,0,7.098,0.47595537411642075
KNG,20220101,0,7.099,0.4754839611524785
KNG,20220101,0,7.1,0.47744004230706005
KNG,20220101,0,7.101,0.4842739597872647
KNG,20220101,0,7.102,0.4901839785706823
KNG,20220101,0,7.103,0.49678132064344477
KNG,20220101,0,7.104,0.5073340106222525
KNG,20220101,0,7.105,0.5312296207895649
KNG,20220101,0,7.106,0.5404313645682107
KNG,20220101,0,7.107,0.5426663052436632
